grid_lon,grid_lat,n_recs,lat,lon
203,142,1,52,-157
203,144,5,54,-157
203,145,99,55,-157
203,146,341,56,-157
203,147,100,57,-157
203,161,85,71,-157
203,162,12,72,-157
203,163,1,73,-157
204,109,150,19,-156
204,110,184,20,-156
204,111,23,21,-156
204,144,8,54,-156
204,145,7,55,-156
204,146,197,56,-156
204,147,276,57,-156
204,148,92,58,-156
204,161,70,71,-156
204,162,20,72,-156
205,109,35,19,-155
205,110,23,20,-155
205,144,18,54,-155
205,146,122,56,-155
205,147,215,57,-155
205,148,175,58,-155
205,161,1,71,-155
205,162,29,72,-155
206,106,1,16,-154
206,144,10,54,-154
206,146,122,56,-154
206,147,212,57,-154
206,148,189,58,-154
206,149,95,59,-154
206,150,3,60,-154
206,161,16,71,-154
206,162,16,72,-154
207,144,17,54,-153
207,146,42,56,-153
207,147,523,57,-153
207,148,290,58,-153
207,149,158,59,-153
207,150,23,60,-153
207,155,10,65,-153
207,161,12,71,-153
207,162,16,72,-153
208,73,4,-17,-152
208,74,2,-16,-152
208,91,1,1,-152
208,98,1,8,-152
208,100,1,10,-152
208,140,13,50,-152
208,144,6,54,-152
208,146,1,56,-152
208,147,216,57,-152
208,148,362,58,-152
208,149,382,59,-152
208,150,301,60,-152
208,161,10,71,-152
209,143,2,53,-151
209,145,1,55,-151
209,147,28,57,-151
209,148,239,58,-151
209,149,152,59,-151
209,150,1,60,-151
209,161,4,71,-151
210,67,1,-23,-150
210,72,50,-18,-150
210,73,56,-17,-150
210,143,3,53,-150
210,144,5,54,-150
210,148,166,58,-150
210,149,185,59,-150
210,150,24,60,-150
210,161,23,71,-150
211,73,11,-17,-149
211,143,8,53,-149
211,144,12,54,-149
211,148,50,58,-149
211,149,177,59,-149
211,150,67,60,-149
211,151,3,61,-149
211,160,63,70,-149
211,161,17,71,-149
211,162,2,72,-149
211,164,1,74,-149
212,75,21,-15,-148
212,143,10,53,-148
212,144,9,54,-148
212,149,102,59,-148
212,150,333,60,-148
212,151,36,61,-148
212,160,201,70,-148
212,161,2,71,-148
212,163,1,73,-148
213,73,2,-17,-147
213,74,1,-16,-147
213,76,1,-14,-147
213,137,1,47,-147
213,143,7,53,-147
213,149,49,59,-147
213,150,132,60,-147
213,151,27,61,-147
213,154,2,64,-147
213,160,10,70,-147
213,161,8,71,-147
214,74,1,-16,-146
214,75,8,-15,-146
214,97,1,7,-146
214,143,2,53,-146
214,146,1,56,-146
214,149,7,59,-146
214,150,65,60,-146
214,151,1,61,-146
214,160,35,70,-146
214,161,9,71,-146
215,62,17,-28,-145
215,74,18,-16,-145
215,94,1,4,-145
215,97,1,7,-145
215,104,1,14,-145
215,143,2,53,-145
215,146,1,56,-145
215,149,1,59,-145
215,150,55,60,-145
215,151,1,61,-145
215,160,8,70,-145
216,72,1,-18,-144
216,143,2,53,-144
216,150,66,60,-144
216,160,4,70,-144
216,161,1,71,-144
217,74,5,-16,-143
217,101,1,11,-143
217,102,2,12,-143
217,150,64,60,-143
218,71,1,-19,-142
218,81,1,-9,-142
218,149,53,59,-142
218,150,52,60,-142
218,160,2,70,-142
218,161,1,71,-142
219,79,1,-11,-141
219,81,3,-9,-141
219,82,1,-8,-141
219,132,1,42,-141
219,142,1,52,-141
219,149,146,59,-141
219,150,26,60,-141
219,160,1,70,-141
220,73,1,-17,-140
220,81,3,-9,-140
220,82,1,-8,-140
220,98,1,8,-140
220,148,25,58,-140
220,149,135,59,-140
220,154,4,64,-140
220,160,9,70,-140
220,162,1,72,-140
221,148,61,58,-139
221,149,71,59,-139
221,159,5,69,-139
221,160,30,70,-139
221,161,1,71,-139
222,67,2,-23,-138
222,78,4,-12,-138
222,99,2,9,-138
222,148,89,58,-138
222,149,8,59,-138
222,159,3,69,-138
222,160,4,70,-138
222,162,1,72,-138
223,100,1,10,-137
223,101,1,11,-137
223,103,1,13,-137
223,142,1,52,-137
223,147,19,57,-137
223,148,51,58,-137
223,159,1,69,-137
223,160,5,70,-137
223,163,1,73,-137
224,67,3,-23,-136
224,75,3,-15,-136
224,95,1,5,-136
224,97,1,7,-136
224,146,49,56,-136
224,147,38,57,-136
224,148,1,58,-136
224,149,6,59,-136
224,160,7,70,-136
224,161,4,71,-136
225,101,1,11,-135
225,141,1,51,-135
225,145,75,55,-135
225,146,103,56,-135
225,148,3,58,-135
225,160,21,70,-135
225,161,1,71,-135
226,99,1,9,-134
226,101,3,11,-134
226,102,1,12,-134
226,120,2,30,-134
226,141,1,51,-134
226,143,14,53,-134
226,144,399,54,-134
226,145,68,55,-134
226,146,1,56,-134
226,147,1,57,-134
226,159,12,69,-134
226,160,27,70,-134
226,161,2,71,-134
227,143,270,53,-133
227,144,584,54,-133
227,145,23,55,-133
227,159,19,69,-133
227,160,25,70,-133
227,161,1,71,-133
228,103,2,13,-132
228,105,1,15,-132
228,142,909,52,-132
228,143,1060,53,-132
228,144,768,54,-132
228,145,83,55,-132
228,160,15,70,-132
228,161,1,71,-132
229,65,1,-25,-131
229,88,1,-2,-131
229,103,1,13,-131
229,105,1,15,-131
229,137,3,47,-131
229,140,1,50,-131
229,141,3,51,-131
229,142,399,52,-131
229,143,564,53,-131
229,144,660,54,-131
229,145,47,55,-131
229,159,8,69,-131
229,160,16,70,-131
229,161,2,71,-131
230,35,1,-55,-130
230,102,1,12,-130
230,140,1,50,-130
230,141,236,51,-130
230,142,361,52,-130
230,143,121,53,-130
230,145,3,55,-130
230,160,11,70,-130
230,164,1,74,-130
231,101,1,11,-129
231,102,1,12,-129
231,130,1,40,-129
231,140,14,50,-129
231,141,594,51,-129
231,142,727,52,-129
231,143,7,53,-129
231,160,11,70,-129
231,161,8,71,-129
232,101,2,11,-128
232,131,1,41,-128
232,135,1,45,-128
232,139,188,49,-128
232,140,279,50,-128
232,141,392,51,-128
232,142,19,52,-128
232,160,4,70,-128
232,161,9,71,-128
233,99,1,9,-127
233,126,6,36,-127
233,128,3,38,-127
233,130,1,40,-127
233,132,1,42,-127
233,133,6,43,-127
233,134,4,44,-127
233,136,9,46,-127
233,137,13,47,-127
233,138,49,48,-127
233,139,3453,49,-127
233,140,53,50,-127
233,141,356,51,-127
233,160,2,70,-127
233,161,1,71,-127
234,69,2,-21,-126
234,122,1,32,-126
234,125,3,35,-126
234,127,1,37,-126
234,128,1,38,-126
234,129,5,39,-126
234,130,76,40,-126
234,131,60,41,-126
234,132,31,42,-126
234,133,43,43,-126
234,134,26,44,-126
234,135,2,45,-126
234,136,20,46,-126
234,137,50,47,-126
234,138,806,48,-126
234,139,2080,49,-126
234,140,31,50,-126
234,159,4,69,-126
234,160,10,70,-126
234,161,1,71,-126
235,91,1,1,-125
235,122,6,32,-125
235,123,10,33,-125
235,124,3,34,-125
235,126,4,36,-125
235,127,38,37,-125
235,128,41,38,-125
235,129,350,39,-125
235,130,520,40,-125
235,131,1242,41,-125
235,132,819,42,-125
235,133,788,43,-125
235,134,535,44,-125
235,135,972,45,-125
235,136,951,46,-125
235,137,917,47,-125
235,138,1055,48,-125
235,139,560,49,-125
235,140,432,50,-125
235,160,11,70,-125
235,161,3,71,-125
236,100,4,10,-124
236,101,1,11,-124
236,103,1,13,-124
236,120,3,30,-124
236,121,10,31,-124
236,122,11,32,-124
236,123,26,33,-124
236,124,31,34,-124
236,125,34,35,-124
236,126,26,36,-124
236,127,417,37,-124
236,128,2078,38,-124
236,129,519,39,-124
236,130,129,40,-124
236,131,4,41,-124
236,134,1,44,-124
236,135,47,45,-124
236,136,109,46,-124
236,137,133,47,-124
236,138,3970,48,-124
236,139,2686,49,-124
236,140,19,50,-124
236,160,5,70,-124
236,161,1,71,-124
237,100,1,10,-123
237,101,2,11,-123
237,118,1,28,-123
237,120,4,30,-123
237,121,4,31,-123
237,122,21,32,-123
237,123,40,33,-123
237,124,126,34,-123
237,125,43,35,-123
237,126,372,36,-123
237,127,2323,37,-123
237,128,2070,38,-123
237,132,1,42,-123
237,137,890,47,-123
237,138,6582,48,-123
237,139,4148,49,-123
237,160,1,70,-123
237,161,1,71,-123
238,95,1,5,-122
238,106,1,16,-122
238,109,1,19,-122
238,118,2,28,-122
238,119,1,29,-122
238,121,9,31,-122
238,122,37,32,-122
238,123,119,33,-122
238,124,298,34,-122
238,125,487,35,-122
238,126,295,36,-122
238,127,538,37,-122
238,128,8,38,-122
238,133,1,43,-122
238,134,3,44,-122
238,156,2,66,-122
239,89,1,-1,-121
239,108,1,18,-121
239,109,2,19,-121
239,111,1,21,-121
239,121,3,31,-121
239,122,46,32,-121
239,123,152,33,-121
239,124,771,34,-121
239,125,533,35,-121
239,126,2,36,-121
239,135,1,45,-121
239,137,2,47,-121
240,108,1,18,-120
240,122,96,32,-120
240,123,571,33,-120
240,124,1367,34,-120
240,125,2,35,-120
240,128,3,38,-120
240,129,8,39,-120
240,139,3,49,-120
240,140,1,50,-120
240,166,8,76,-120
241,87,2,-3,-119
241,102,3,12,-119
241,110,2,20,-119
241,111,2,21,-119
241,117,4,27,-119
241,120,2,30,-119
241,122,122,32,-119
241,123,626,33,-119
241,124,476,34,-119
241,125,4,35,-119
241,128,3,38,-119
241,163,2,73,-119
242,87,2,-3,-118
242,88,1,-2,-118
242,102,1,12,-118
242,107,2,17,-118
242,111,1,21,-118
242,116,2,26,-118
242,122,13,32,-118
242,123,462,33,-118
242,124,43,34,-118
242,129,2,39,-118
242,130,1,40,-118
242,133,1,43,-118
242,143,2,53,-118
242,161,2,71,-118
243,98,1,8,-117
243,102,1,12,-117
243,106,1,16,-117
243,107,1,17,-117
243,109,2,19,-117
243,112,1,22,-117
243,114,1,24,-117
243,115,2,25,-117
243,129,1,39,-117
243,130,1,40,-117
243,135,2,45,-117
243,139,1,49,-117
243,141,4,51,-117
243,163,1,73,-117
244,100,1,10,-116
244,105,2,15,-116
244,107,2,17,-116
244,108,1,18,-116
244,114,1,24,-116
244,115,3,25,-116
244,117,1,27,-116
244,118,4,28,-116
244,120,2,30,-116
244,127,1,37,-116
244,129,1,39,-116
244,131,3,41,-116
244,134,1,44,-116
244,137,2,47,-116
244,141,2,51,-116
244,151,4,61,-116
244,158,2,68,-116
245,86,1,-4,-115
245,103,1,13,-115
245,105,1,15,-115
245,106,2,16,-115
245,108,5,18,-115
245,109,2,19,-115
245,116,1,26,-115
245,117,3,27,-115
245,118,1,28,-115
245,120,3,30,-115
245,121,103,31,-115
245,122,1,32,-115
245,127,1,37,-115
245,129,1,39,-115
245,160,1,70,-115
246,86,3,-4,-114
246,92,1,2,-114
246,103,1,13,-114
246,107,1,17,-114
246,110,1,20,-114
246,112,2,22,-114
246,113,1,23,-114
246,114,4,24,-114
246,115,1,25,-114
246,116,9,26,-114
246,121,11,31,-114
246,125,1,35,-114
246,133,1,43,-114
246,136,1,46,-114
247,93,1,3,-113
247,98,1,8,-113
247,100,1,10,-113
247,106,2,16,-113
247,107,3,17,-113
247,108,3,18,-113
247,109,4,19,-113
247,110,1,20,-113
247,111,5,21,-113
247,113,1,23,-113
247,114,12,24,-113
247,115,56,25,-113
247,116,1,26,-113
247,117,5,27,-113
247,118,9,28,-113
247,119,2,29,-113
247,120,1,30,-113
247,125,1,35,-113
247,126,1,36,-113
247,136,5,46,-113
248,101,1,11,-112
248,103,1,13,-112
248,104,2,14,-112
248,105,2,15,-112
248,106,1,16,-112
248,107,2,17,-112
248,108,3,18,-112
248,109,1,19,-112
248,110,4,20,-112
248,111,3,21,-112
248,112,3,22,-112
248,113,4,23,-112
248,114,9,24,-112
248,116,494,26,-112
248,117,54,27,-112
248,118,26,28,-112
248,124,1,34,-112
248,132,1,42,-112
248,134,1,44,-112
248,136,1,46,-112
248,158,1,68,-112
249,19,1,-71,-111
249,85,1,-5,-111
249,86,1,-4,-111
249,93,1,3,-111
249,98,1,8,-111
249,100,1,10,-111
249,106,2,16,-111
249,107,1,17,-111
249,108,2,18,-111
249,109,6,19,-111
249,110,1,20,-111
249,111,3,21,-111
249,112,1,22,-111
249,113,23,23,-111
249,114,6,24,-111
249,115,31,25,-111
249,116,38,26,-111
249,117,26,27,-111
249,118,7,28,-111
249,122,1,32,-111
249,131,1,41,-111
249,134,1,44,-111
249,135,1,45,-111
249,136,1,46,-111
249,137,2,47,-111
249,140,1,50,-111
250,19,1,-71,-110
250,63,1,-27,-110
250,91,1,1,-110
250,99,1,9,-110
250,100,13,10,-110
250,103,1,13,-110
250,106,1,16,-110
250,107,1,17,-110
250,110,2,20,-110
250,111,2,21,-110
250,113,19,23,-110
250,114,5,24,-110
250,115,8,25,-110
250,116,7,26,-110
250,117,1,27,-110
250,124,1,34,-110
250,130,1,40,-110
250,133,4,43,-110
250,134,1,44,-110
250,138,1,48,-110
250,139,1,49,-110
250,158,1,68,-110
251,86,1,-4,-109
251,100,1,10,-109
251,102,1,12,-109
251,104,1,14,-109
251,106,2,16,-109
251,107,2,17,-109
251,108,1,18,-109
251,110,1,20,-109
251,111,6,21,-109
251,112,1,22,-109
251,113,10,23,-109
251,114,23,24,-109
251,115,13,25,-109
251,123,2,33,-109
251,133,1,43,-109
251,158,1,68,-109
252,81,1,-9,-108
252,103,1,13,-108
252,106,1,16,-108
252,107,4,17,-108
252,108,1,18,-108
252,110,1,20,-108
252,112,7,22,-108
252,113,7,23,-108
252,114,12,24,-108
252,134,1,44,-108
252,157,1,67,-108
252,158,5,68,-108
252,162,1,72,-108
253,91,2,1,-107
253,98,2,8,-107
253,102,1,12,-107
253,104,2,14,-107
253,105,1,15,-107
253,106,4,16,-107
253,107,2,17,-107
253,108,1,18,-107
253,110,1,20,-107
253,111,3,21,-107
253,112,12,22,-107
253,113,13,23,-107
253,133,1,43,-107
253,134,1,44,-107
253,139,1,49,-107
253,158,2,68,-107
253,159,13,69,-107
254,84,1,-6,-106
254,88,1,-2,-106
254,99,2,9,-106
254,103,3,13,-106
254,104,4,14,-106
254,105,5,15,-106
254,107,1,17,-106
254,108,1,18,-106
254,109,4,19,-106
254,110,2,20,-106
254,111,3,21,-106
254,112,15,22,-106
254,128,1,38,-106
254,159,111,69,-106
254,165,1,75,-106
255,16,1,-74,-105
255,88,2,-2,-105
255,93,1,3,-105
255,98,1,8,-105
255,100,1,10,-105
255,103,4,13,-105
255,104,3,14,-105
255,105,4,15,-105
255,106,1,16,-105
255,108,1,18,-105
255,109,11,19,-105
255,123,3,33,-105
255,125,1,35,-105
255,133,1,43,-105
255,134,1,44,-105
255,136,1,46,-105
255,141,1,51,-105
255,145,2,55,-105
255,159,1,69,-105
256,84,1,-6,-104
256,88,3,-2,-104
256,91,2,1,-104
256,98,1,8,-104
256,100,1,10,-104
256,101,1,11,-104
256,102,1,12,-104
256,103,1,13,-104
256,104,1,14,-104
256,105,1,15,-104
256,107,1,17,-104
256,108,6,18,-104
256,122,4,32,-104
256,133,2,43,-104
256,134,2,44,-104
256,135,1,45,-104
256,136,4,46,-104
257,85,1,-5,-103
257,88,2,-2,-103
257,101,1,11,-103
257,102,1,12,-103
257,103,4,13,-103
257,104,2,14,-103
257,105,1,15,-103
257,106,1,16,-103
257,107,3,17,-103
257,108,1,18,-103
257,121,8,31,-103
257,134,1,44,-103
257,135,1,45,-103
258,85,1,-5,-102
258,87,1,-3,-102
258,100,1,10,-102
258,102,1,12,-102
258,103,2,13,-102
258,104,1,14,-102
258,105,1,15,-102
258,106,1,16,-102
258,107,3,17,-102
258,108,1,18,-102
258,120,7,30,-102
258,121,5,31,-102
258,124,1,34,-102
258,125,1,35,-102
258,134,2,44,-102
258,136,6,46,-102
258,138,3,48,-102
259,85,1,-5,-101
259,86,1,-4,-101
259,98,1,8,-101
259,99,1,9,-101
259,100,1,10,-101
259,101,1,11,-101
259,104,4,14,-101
259,105,3,15,-101
259,106,6,16,-101
259,107,9,17,-101
259,123,1,33,-101
259,124,5,34,-101
259,125,4,35,-101
259,126,4,36,-101
259,135,1,45,-101
259,136,3,46,-101
259,139,1,49,-101
259,140,2,50,-101
260,87,1,-3,-100
260,91,1,1,-100
260,98,1,8,-100
260,101,2,11,-100
260,104,3,14,-100
260,105,2,15,-100
260,106,3,16,-100
260,107,2,17,-100
260,124,3,34,-100
260,125,2,35,-100
261,84,4,-6,-99
261,98,2,8,-99
261,99,4,9,-99
261,100,2,10,-99
261,101,2,11,-99
261,102,4,12,-99
261,104,1,14,-99
261,105,5,15,-99
261,106,4,16,-99
261,116,1,26,-99
261,123,1,33,-99
261,124,2,34,-99
261,128,1,38,-99
261,133,1,43,-99
261,134,2,44,-99
261,135,5,45,-99
261,136,2,46,-99
261,138,1,48,-99
261,139,1,49,-99
261,140,4,50,-99
261,161,3,71,-99
262,86,1,-4,-98
262,98,1,8,-98
262,99,1,9,-98
262,101,2,11,-98
262,102,2,12,-98
262,105,4,15,-98
262,106,7,16,-98
262,110,1,20,-98
262,111,70,21,-98
262,112,1,22,-98
262,113,2,23,-98
262,116,11529,26,-98
262,117,18414,27,-98
262,118,36450,28,-98
262,119,1,29,-98
262,123,1,33,-98
262,124,1,34,-98
262,125,1,35,-98
262,126,1,36,-98
262,128,1,38,-98
262,133,2,43,-98
262,134,2,44,-98
262,137,1,47,-98
262,139,3,49,-98
262,161,1,71,-98
263,71,2,-19,-97
263,87,4,-3,-97
263,92,1,2,-97
263,98,1,8,-97
263,101,1,11,-97
263,102,1,12,-97
263,103,1,13,-97
263,104,1,14,-97
263,105,2,15,-97
263,109,1,19,-97
263,110,17,20,-97
263,111,9,21,-97
263,112,11,22,-97
263,113,6,23,-97
263,114,1,24,-97
263,115,2,25,-97
263,116,163,26,-97
263,117,224,27,-97
263,118,29299,28,-97
263,119,11246,29,-97
263,120,1,30,-97
263,121,1,31,-97
263,134,6,44,-97
263,135,1,45,-97
263,140,1,50,-97
263,141,2,51,-97
263,161,2,71,-97
263,162,34,72,-97
263,163,24,73,-97
263,164,20,74,-97
263,165,2,75,-97
263,166,1,76,-97
263,167,1,77,-97
264,81,2,-9,-96
264,84,1,-6,-96
264,90,3,0,-96
264,96,1,6,-96
264,97,3,7,-96
264,98,1,8,-96
264,99,1,9,-96
264,100,1,10,-96
264,101,1,11,-96
264,103,3,13,-96
264,104,1,14,-96
264,106,2,16,-96
264,109,1,19,-96
264,110,16,20,-96
264,111,16,21,-96
264,112,6,22,-96
264,113,8,23,-96
264,114,10,24,-96
264,115,17,25,-96
264,116,472,26,-96
264,117,747,27,-96
264,118,144,28,-96
264,119,7983,29,-96
264,120,6,30,-96
264,127,1,37,-96
264,140,1,50,-96
264,162,16,72,-96
264,163,10,73,-96
264,164,13,74,-96
264,165,18,75,-96
265,85,1,-5,-95
265,90,1,0,-95
265,91,1,1,-95
265,92,1,2,-95
265,95,2,5,-95
265,96,1,6,-95
265,98,2,8,-95
265,99,2,9,-95
265,100,2,10,-95
265,101,4,11,-95
265,102,1,12,-95
265,104,3,14,-95
265,105,11,15,-95
265,106,8,16,-95
265,109,18,19,-95
265,110,11,20,-95
265,111,5,21,-95
265,112,21,22,-95
265,113,45,23,-95
265,114,55,24,-95
265,115,66,25,-95
265,116,694,26,-95
265,117,2122,27,-95
265,118,352,28,-95
265,119,53,29,-95
265,120,50,30,-95
265,121,13,31,-95
265,126,2,36,-95
265,140,2,50,-95
265,144,1,54,-95
265,147,11,57,-95
265,149,4,59,-95
265,162,6,72,-95
265,163,6,73,-95
265,164,7,74,-95
265,165,97,75,-95
266,82,1,-8,-94
266,87,1,-3,-94
266,96,1,6,-94
266,97,1,7,-94
266,98,1,8,-94
266,99,4,9,-94
266,100,1,10,-94
266,101,4,11,-94
266,102,4,12,-94
266,103,5,13,-94
266,104,6,14,-94
266,105,13,15,-94
266,106,2,16,-94
266,109,2,19,-94
266,110,11,20,-94
266,111,23,21,-94
266,112,64,22,-94
266,113,125,23,-94
266,114,167,24,-94
266,115,203,25,-94
266,116,1242,26,-94
266,117,3160,27,-94
266,118,198,28,-94
266,119,21,29,-94
266,120,4221,30,-94
266,121,4,31,-94
266,122,1,32,-94
266,123,5,33,-94
266,125,3,35,-94
266,147,2,57,-94
266,160,1,70,-94
266,163,3,73,-94
266,164,61,74,-94
266,165,52,75,-94
267,89,1,-1,-93
267,90,1,0,-93
267,92,4,2,-93
267,95,1,5,-93
267,96,2,6,-93
267,97,3,7,-93
267,98,3,8,-93
267,99,2,9,-93
267,100,4,10,-93
267,101,4,11,-93
267,102,6,12,-93
267,103,6,13,-93
267,104,17,14,-93
267,105,2,15,-93
267,110,28,20,-93
267,111,24,21,-93
267,112,45,22,-93
267,113,54,23,-93
267,114,82,24,-93
267,115,235,25,-93
267,116,2089,26,-93
267,117,4310,27,-93
267,118,239,28,-93
267,119,36,29,-93
267,120,18,30,-93
267,121,5,31,-93
267,123,1,33,-93
267,124,1,34,-93
267,126,2,36,-93
267,127,1,37,-93
267,129,1,39,-93
267,139,1,49,-93
267,146,6,56,-93
267,153,1,63,-93
267,164,46,74,-93
267,165,27,75,-93
268,79,1,-11,-92
268,82,1,-8,-92
268,87,2,-3,-92
268,88,1,-2,-92
268,89,60,-1,-92
268,90,72,0,-92
268,91,21,1,-92
268,92,34,2,-92
268,93,1,3,-92
268,96,2,6,-92
268,97,1,7,-92
268,98,8,8,-92
268,100,5,10,-92
268,101,5,11,-92
268,102,13,12,-92
268,103,13,13,-92
268,104,29,14,-92
268,109,1,19,-92
268,110,6,20,-92
268,111,5,21,-92
268,112,15,22,-92
268,113,24,23,-92
268,114,43,24,-92
268,115,212,25,-92
268,116,3376,26,-92
268,117,5436,27,-92
268,118,590,28,-92
268,119,59,29,-92
268,120,11,30,-92
268,121,9,31,-92
268,122,2,32,-92
268,124,2,34,-92
268,136,1,46,-92
268,138,4,48,-92
268,151,1,61,-92
268,152,1,62,-92
268,154,1,64,-92
268,163,1,73,-92
268,164,101,74,-92
268,165,51,75,-92
269,88,3,-2,-91
269,89,523,-1,-91
269,90,60,0,-91
269,91,24,1,-91
269,95,1,5,-91
269,96,4,6,-91
269,97,2,7,-91
269,98,5,8,-91
269,99,5,9,-91
269,100,8,10,-91
269,101,2,11,-91
269,102,6,12,-91
269,103,24,13,-91
269,104,31,14,-91
269,109,2,19,-91
269,110,4,20,-91
269,111,11,21,-91
269,112,15,22,-91
269,113,17,23,-91
269,114,28,24,-91
269,115,198,25,-91
269,116,2376,26,-91
269,117,3821,27,-91
269,118,1020,28,-91
269,119,257,29,-91
269,120,130,30,-91
269,121,4,31,-91
269,122,12,32,-91
269,123,16,33,-91
269,124,3,34,-91
269,126,1,36,-91
269,133,1,43,-91
269,137,5,47,-91
269,152,5,62,-91
269,161,2,71,-91
269,162,5,72,-91
269,163,25,73,-91
269,164,289,74,-91
269,165,65,75,-91
269,166,2,76,-91
270,83,1,-7,-90
270,85,1,-5,-90
270,87,1,-3,-90
270,88,2,-2,-90
270,89,513,-1,-90
270,90,16,0,-90
270,95,1,5,-90
270,96,1,6,-90
270,97,2,7,-90
270,98,7,8,-90
270,99,5,9,-90
270,100,6,10,-90
270,101,4,11,-90
270,102,4,12,-90
270,103,15,13,-90
270,105,1,15,-90
270,112,9,22,-90
270,113,3,23,-90
270,114,21,24,-90
270,115,225,25,-90
270,116,1281,26,-90
270,117,2880,27,-90
270,118,1990,28,-90
270,119,678,29,-90
270,120,475,30,-90
270,121,22,31,-90
270,122,3,32,-90
270,123,14,33,-90
270,124,12,34,-90
270,125,3,35,-90
270,127,1,37,-90
270,138,11,48,-90
270,139,3,49,-90
270,152,3,62,-90
270,153,3,63,-90
270,159,1,69,-90
270,160,5,70,-90
270,163,25,73,-90
270,164,313,74,-90
270,165,36,75,-90
271,78,3,-12,-89
271,80,1,-10,-89
271,81,1,-9,-89
271,83,3,-7,-89
271,88,1,-2,-89
271,91,1,1,-89
271,96,1,6,-89
271,97,3,7,-89
271,98,6,8,-89
271,99,8,9,-89
271,100,3,10,-89
271,102,4,12,-89
271,103,12,13,-89
271,106,1,16,-89
271,107,414,17,-89
271,108,93,18,-89
271,112,4,22,-89
271,114,5,24,-89
271,115,122,25,-89
271,116,550,26,-89
271,117,1310,27,-89
271,118,2104,28,-89
271,119,1336,29,-89
271,120,1402,30,-89
271,121,148,31,-89
271,122,1,32,-89
271,124,1,34,-89
271,125,5,35,-89
271,126,2,36,-89
271,127,3,37,-89
271,133,1,43,-89
271,138,2,48,-89
271,139,18,49,-89
271,153,6,63,-89
271,154,2,64,-89
271,163,14,73,-89
271,164,128,74,-89
271,165,19,75,-89
271,166,5,76,-89
271,179,5,89,-89
272,77,1,-13,-88
272,81,1,-9,-88
272,86,1,-4,-88
272,92,1,2,-88
272,95,1,5,-88
272,96,23,6,-88
272,97,1,7,-88
272,98,4,8,-88
272,99,8,9,-88
272,100,3,10,-88
272,101,1,11,-88
272,102,17,12,-88
272,107,1045,17,-88
272,108,382,18,-88
272,109,363,19,-88
272,110,256,20,-88
272,111,11,21,-88
272,112,3,22,-88
272,113,14,23,-88
272,114,8,24,-88
272,115,113,25,-88
272,116,295,26,-88
272,117,700,27,-88
272,118,1360,28,-88
272,119,1181,29,-88
272,120,26328,30,-88
272,121,39,31,-88
272,122,6,32,-88
272,123,3,33,-88
272,125,2,35,-88
272,134,2,44,-88
272,135,2,45,-88
272,139,3,49,-88
272,143,2,53,-88
272,144,6,54,-88
272,145,1,55,-88
272,146,28,56,-88
272,153,6,63,-88
272,154,1,64,-88
272,164,112,74,-88
272,166,5,76,-88
273,81,1,-9,-87
273,95,1,5,-87
273,96,4,6,-87
273,97,4,7,-87
273,98,5,8,-87
273,99,10,9,-87
273,100,8,10,-87
273,101,16,11,-87
273,102,2,12,-87
273,106,21,16,-87
273,110,6,20,-87
273,111,45,21,-87
273,112,25,22,-87
273,113,96,23,-87
273,114,52,24,-87
273,115,172,25,-87
273,116,321,26,-87
273,117,690,27,-87
273,118,1538,28,-87
273,119,951,29,-87
273,120,195,30,-87
273,121,1,31,-87
273,124,6,34,-87
273,125,2,35,-87
273,136,1,46,-87
273,139,7,49,-87
273,140,2,50,-87
273,153,5,63,-87
273,157,2,67,-87
273,164,102,74,-87
274,78,1,-12,-86
274,80,1,-10,-86
274,83,1,-7,-86
274,84,1,-6,-86
274,85,1,-5,-86
274,88,1,-2,-86
274,94,2,4,-86
274,95,1,5,-86
274,97,5,7,-86
274,98,6,8,-86
274,99,17,9,-86
274,100,41,10,-86
274,101,54,11,-86
274,106,2,16,-86
274,109,3,19,-86
274,110,9,20,-86
274,111,593,21,-86
274,112,1140,22,-86
274,113,346,23,-86
274,114,170,24,-86
274,115,196,25,-86
274,116,469,26,-86
274,117,327,27,-86
274,118,978,28,-86
274,119,169,29,-86
274,120,815,30,-86
274,124,2,34,-86
274,125,1,35,-86
274,137,3,47,-86
274,139,2,49,-86
274,148,2,58,-86
274,152,1,62,-86
274,156,1,66,-86
274,163,60,73,-86
274,164,135,74,-86
274,165,1,75,-86
274,166,5,76,-86
274,170,1,80,-86
275,75,2,-15,-85
275,78,1,-12,-85
275,79,1,-11,-85
275,81,1,-9,-85
275,84,1,-6,-85
275,85,1,-5,-85
275,87,1,-3,-85
275,95,2,5,-85
275,97,6,7,-85
275,98,5,8,-85
275,99,26,9,-85
275,100,99,10,-85
275,101,2,11,-85
275,106,7,16,-85
275,109,4,19,-85
275,110,3,20,-85
275,111,162,21,-85
275,112,137,22,-85
275,113,91,23,-85
275,114,133,24,-85
275,115,777,25,-85
275,116,459,26,-85
275,117,394,27,-85
275,118,164,28,-85
275,119,28,29,-85
275,120,397,30,-85
275,123,1,33,-85
275,124,1,34,-85
275,132,1,42,-85
275,137,46,47,-85
275,138,1,48,-85
275,140,2,50,-85
275,145,6,55,-85
275,152,1,62,-85
275,153,2,63,-85
275,163,20,73,-85
275,164,83,74,-85
275,166,6,76,-85
275,167,1,77,-85
276,76,1,-14,-84
276,80,1,-10,-84
276,81,3,-9,-84
276,83,2,-7,-84
